,,,,,,,,"Master BG","Master BG","Layout","Layout","Layout","Layout","Layout","Layout","Layout",,"Import BG","Import BG","Animation","Animation","FX","FX",,,,
"33703","ep025seq06sh11","ip","http:///file_proxy/thumbnail/372686","129","add","chars_lex, chars_plu, props_radioset_001, props_thorn_001, sets_x925_mountain_009b","no_c",,,"113351","rdy","Layout","Maria Polishko","","","","ip",,,"113350","wtg","113352","wtg","Shot","ep025seq06","LEX&PLU",
"33704","ep025seq06sh12","ip","http:///file_proxy/thumbnail/372682","47","add","chars_lex, chars_plu, props_radioset_001, props_thorn_001, sets_x925_mountain_008b","no_c",,,"113354","hld","Layout","Maria Polishko","","","","ip",,,"113353","wtg","113355","wtg","Shot","ep025seq06","LEX&PLU",
"33705","ep025seq06sh13","ip","http:///file_proxy/thumbnail/372678","68","add","chars_lex, chars_plu, props_radioset_001, props_thorn_001, sets_x925_mountain_009b","no_c",,,"113357","rdy","Layout","Maria Polishko","","","","ip",,,"113356","wtg","113358","wtg","Shot","ep025seq06","LEX&PLU",
"33706","ep025seq06sh14","ip","http:///file_proxy/thumbnail/372674","37","add","chars_lex, props_thorn_001, sets_x925_mountain_009b","no_c",,,"113360","rdy","Layout","Maria Polishko","","","","fin",,,"113359","wtg","113361","wtg","Shot","ep025seq06","LEX&PLU",
"33707","ep025seq06sh15","ip","http:///file_proxy/thumbnail/372670","33","add","props_radioset_001, props_thorn_001, sets_x925_mountain_013","no_c",,,"113363","rdy","Layout","Maria Polishko","","","","fin",,,"113362","wtg","113364","wtg","Shot","ep025seq06","LEX&PLU",
"33708","ep025seq06sh16","ip","http:///file_proxy/thumbnail/372666","54","add","chars_lex, props_thorn_001, sets_x925_mountain_009b","no_c",,,"113366","rdy","Layout","Maria Polishko","","","","fin",,,"113365","wtg","113367","wtg","Shot","ep025seq06","LEX&PLU",
"33709","ep025seq06sh17","ip","http:///file_proxy/thumbnail/404068","57","add","chars_lex, props_radioset_001, sets_x925_mountain_009b","no_c",,,"113369","rev","Layout","Maria Polishko","","","","fin",,,"113368","wtg","113370","wtg","Shot","ep025seq06","LEX&PLU",
"33710","ep025seq06sh18","ip","http:///file_proxy/thumbnail/404114","43","add","chars_lex, props_radioset_001, sets_x925_mountain_013b","no_c",,,"113372","rev","Layout","Maria Polishko","","","","fin",,,"113371","wtg","113373","wtg","Shot","ep025seq06","LEX&PLU",
"33711","ep025seq06sh19","ip","http:///file_proxy/thumbnail/404174","69","add","chars_lex, chars_plu, props_radioset_001, sets_x925_mountain_014","no_c",,,"113375","rev","Layout","Maria Polishko","","","","ip",,,"113374","wtg","113376","wtg","Shot","ep025seq06","LEX&PLU",
"33712","ep025seq06sh20","ip","http:///file_proxy/thumbnail/372650","55","add","chars_mark, chars_plu, props_stick_002, sets_x925_mountain_015","no_c",,,"113378","hld","Layout","Maria Polishko","","","","ip",,,"113377","wtg","113379","wtg","Shot","ep025seq06","LEX&PLU",
"33713","ep025seq06sh21","ip","http:///file_proxy/thumbnail/372646","43","add","chars_lex, chars_mark, chars_plu, props_radioset_001, props_stick_002, sets_x925_mountain_016","no_c",,,"113381","rdy","Layout","Maria Polishko","","","","ip",,,"113380","wtg","113382","wtg","Shot","ep025seq06","LEX&PLU",
"33714","ep025seq07sh01","","http:///file_proxy/thumbnail/372642","75","add","chars_lex, chars_mark, chars_plu, props_leaf_001, props_radioset_001, props_stick_002, sets_x925_mountain_017","no_c",,,"113384","wtg","Layout","","","","","ip",,,"113383","wtg","113385","wtg","Shot","ep025seq07","LEX&PLU",
"33715","ep025seq07sh02","","http:///file_proxy/thumbnail/372638","119","add","chars_lex","no_c",,,"113387","wtg","Layout","","","","","fin",,,"113386","wtg","113388","wtg","Shot","ep025seq07","LEX&PLU",
"33716","ep025seq07sh03","","http:///file_proxy/thumbnail/372634","62","add","chars_lex, chars_mark, props_stick_002","no_c",,,"113390","wtg","Layout","","","","","fin",,,"113389","wtg","113391","wtg","Shot","ep025seq07","LEX&PLU",
"33717","ep025seq07sh04","","http:///file_proxy/thumbnail/372630","53","add","chars_mark, props_root_001","no_c",,,"113393","wtg","Layout","","","","","fin",,,"113392","wtg","113394","wtg","Shot","ep025seq07","LEX&PLU",
"33718","ep025seq07sh05","","http:///file_proxy/thumbnail/372626","103","add","chars_lex, chars_plu, props_radioset_001, sets_x925_mountain_017","no_c",,,"113396","wtg","Layout","","","","","ip",,,"113395","wtg","113397","wtg","Shot","ep025seq07","LEX&PLU",
"33719","ep025seq07sh06","","http:///file_proxy/thumbnail/372622","86","add","chars_lex, sets_x925_mountain_017","no_c",,,"113399","wtg","Layout","","","","","ip",,,"113398","wtg","113400","wtg","Shot","ep025seq07","LEX&PLU",
"33720","ep025seq07sh07","","http:///file_proxy/thumbnail/372618","50","add","chars_lex, chars_mark, chars_plu, props_radioset_001, props_stick_002, sets_x925_mountain_018","no_c",,,"113402","wtg","Layout","","","","","ip",,,"113401","wtg","113403","wtg","Shot","ep025seq07","LEX&PLU",
"33721","ep025seq07sh08","","http:///file_proxy/thumbnail/372614","63","add","chars_lex, chars_mark, chars_plu, props_radioset_001, sets_x925_mountain_019","no_c",,,"113405","wtg","Layout","","","","","ip",,,"113404","wtg","113406","wtg","Shot","ep025seq07","LEX&PLU",
"33722","ep025seq07sh09","","http:///file_proxy/thumbnail/372610","70","add","chars_plu, props_radioset_001, sets_x925_mountain_020","no_c",,,"113408","wtg","Layout","","","","","ip",,,"113407","wtg","113409","wtg","Shot","ep025seq07","LEX&PLU",
"33723","ep025seq07sh10","","http:///file_proxy/thumbnail/372606","88","add","chars_lex, chars_plu, props_radioset_001, sets_x925_mountain_019","no_c",,,"113411","wtg","Layout","","","","","ip",,,"113410","wtg","113412","wtg","Shot","ep025seq07","LEX&PLU",
"33724","ep025seq07sh11","","http:///file_proxy/thumbnail/372602","148","add","chars_lex, chars_plu, props_radioset_001, sets_x925_mountain_021","no_c",,,"113414","wtg","Layout","","","","","ip",,,"113413","wtg","113415","wtg","Shot","ep025seq07","LEX&PLU",
"33725","ep025seq07sh12","","http:///file_proxy/thumbnail/372598","83","add","chars_lex, chars_plu, props_radioset_001, sets_x925_mountain_022","no_c",,,"113417","wtg","Layout","","","","","ip",,,"113416","wtg","113418","wtg","Shot","ep025seq07","LEX&PLU",
"33726","ep025seq07sh13","","http:///file_proxy/thumbnail/372594","148","add","chars_lex, chars_plu, props_radioset_001, sets_x925_mountain_021","no_c",,,"113420","wtg","Layout","","","","","ip",,,"113419","wtg","113421","wtg","Shot","ep025seq07","LEX&PLU",
"33727","ep025seq07sh14","","http:///file_proxy/thumbnail/372590","43","add","chars_lex, chars_mark, chars_plu, props_radioset_001, sets_x925_mountain_021","no_c",,,"113423","wtg","Layout","","","","","ip",,,"113422","wtg","113424","wtg","Shot","ep025seq07","LEX&PLU",
"33728","ep025seq07sh15","","http:///file_proxy/thumbnail/372586","105","add","chars_mark, props_stick_002, sets_x925_mountain_023","no_c",,,"113426","wtg","Layout","","","","","ip",,,"113425","wtg","113427","wtg","Shot","ep025seq07","LEX&PLU",
"33729","ep025seq07sh16","","http:///file_proxy/thumbnail/372582","36","add","chars_lex, chars_plu, sets_x925_mountain_021","no_c",,,"113429","wtg","Layout","","","","","ip",,,"113428","wtg","113430","wtg","Shot","ep025seq07","LEX&PLU",
"33730","ep025seq08sh01","ip","http:///file_proxy/thumbnail/372578","33","add","chars_lex, chars_mark, chars_plu, props_radioset_001, props_stick_002, sets_x925_mountain_007","no_c",,,"113432","rdy","Layout","","","","","ip",,,"113431","wtg","113433","wtg","Shot","ep025seq08","LEX&PLU",
"33731","ep025seq08sh02","ip","http:///file_proxy/thumbnail/372574","48","add","chars_lex, chars_mark, chars_plu, props_radioset_001, props_stick_002, sets_x925_mountain_003","no_c",,,"113435","rdy","Layout","","","","","ip",,,"113434","wtg","113436","wtg","Shot","ep025seq08","LEX&PLU",
"33732","ep025seq08sh03","ip","http:///file_proxy/thumbnail/372570","74","add","chars_lex, chars_mark, chars_plu, props_radioset_001, props_stick_002, sets_x925_cave_007","no_c",,,"113438","rdy","Layout","","","","","ip",,,"113437","wtg","113439","wtg","Shot","ep025seq08","LEX&PLU",
"33733","ep025seq08sh04","","http:///file_proxy/thumbnail/372566","43","add","chars_lex, chars_mark, chars_plu, props_radioset_001, props_stones_001, sets_x925_mountain_025","no_c",,,"113441","wtg","Layout","","","","","ip",,,"113440","wtg","113442","wtg","Shot","ep025seq08","LEX&PLU",
"33734","ep025seq08sh05","","http:///file_proxy/thumbnail/372562","63","add","chars_lex, chars_mark, chars_plu, props_radioset_001, props_stick_002, sets_x925_landscape_007","no_c",,,"113444","wtg","Layout","","","","","ip",,,"113443","wtg","113445","wtg","Shot","ep025seq08","LEX&PLU",
"33735","ep025seq08sh06","","http:///file_proxy/thumbnail/372558","65","add","chars_lex, sets_x925_cave_012","no_c",,,"113447","wtg","Layout","","","","","ip",,,"113446","wtg","113448","wtg","Shot","ep025seq08","LEX&PLU",
"33736","ep025seq08sh07","","http:///file_proxy/thumbnail/372554","152","add","chars_lex, chars_plu, sets_x925_cave_004b","no_c",,,"113450","wtg","Layout","","","","","ip",,,"113449","wtg","113451","wtg","Shot","ep025seq08","LEX&PLU",
"33737","ep025seq08sh08","","http:///file_proxy/thumbnail/372550","45","add","chars_lex, sets_x925_cave_001a","no_c",,,"113453","wtg","Layout","","","","","ip",,,"113452","wtg","113454","wtg","Shot","ep025seq08","LEX&PLU",
"33738","ep025seq08sh09","","http:///file_proxy/thumbnail/372546","42","add","chars_lex, chars_mark, chars_plu, props_pizza_002, props_plants_001, sets_x925_cave_002b","no_c",,,"113456","wtg","Layout","","","","","ip",,,"113455","wtg","113457","wtg","Shot","ep025seq08","LEX&PLU",
"33739","ep025seq08sh10","","http:///file_proxy/thumbnail/372542","82","add","chars_lex, chars_mark, chars_plu, props_pizza_002, sets_x925_cave_013","no_c",,,"113459","wtg","Layout","","","","","ip",,,"113458","wtg","113460","wtg","Shot","ep025seq08","LEX&PLU",
"33740","ep025seq08sh11","","http:///file_proxy/thumbnail/372538","142","add","chars_lex, chars_plu, props_pizza_002, sets_x925_cave_004b","no_c",,,"113462","wtg","Layout","","","","","ip",,,"113461","wtg","113463","wtg","Shot","ep025seq08","LEX&PLU",
"33741","ep025seq08sh12","","http:///file_proxy/thumbnail/372530","87","add","chars_lex, chars_mark, chars_plu, sets_x925_cave_010","no_c",,,"113465","wtg","Layout","","","","","ip",,,"113464","wtg","113466","wtg","Shot","ep025seq08","LEX&PLU",
"33742","ep025seq09sh01","","http:///file_proxy/thumbnail/372526","98","add","chars_lex, chars_plu, sets_x925_landscape_007b","no_c",,,"113468","wtg","Layout","","","","","ip",,,"113467","wtg","113469","wtg","Shot","ep025seq09","LEX&PLU",
"33743","ep025seq09sh02","","http:///file_proxy/thumbnail/372522","119","add","chars_lex, chars_plu, sets_x925_cave_011","no_c",,,"113471","wtg","Layout","","","","","ip",,,"113470","wtg","113472","wtg","Shot","ep025seq09","LEX&PLU",
"33744","ep025seq09sh03","","http:///file_proxy/thumbnail/372518","70","add","chars_lex, chars_plu, chars_trisha, props_bag_005, props_trisha_bike_001, props_trisha_helm_001, sets_x925_landscape_017","no_c",,,"113474","wtg","Layout","","","","","ip",,,"113473","wtg","113475","wtg","Shot","ep025seq09","LEX&PLU",
"33745","ep025seq09sh04","","http:///file_proxy/thumbnail/372514","99","add","chars_lex, chars_plu, sets_x925_landscape_018","no_c",,,"113477","wtg","Layout","","","","","ip",,,"113476","wtg","113478","wtg","Shot","ep025seq09","LEX&PLU",
"33746","ep025seq09sh05","","http:///file_proxy/thumbnail/372510","52","add","chars_trisha, props_bag_005, props_trisha_bike_001, props_trisha_helm_001, sets_x925_landscape_017","no_c",,,"113480","wtg","Layout","","","","","ip",,,"113479","wtg","113481","wtg","Shot","ep025seq09","LEX&PLU",
"33747","ep025seq09sh06","","http:///file_proxy/thumbnail/372506","113","add","chars_lex, chars_plu, chars_trisha, props_bag_005, props_trisha_bike_001, props_trisha_helm_001, sets_x925_landscape_009b","no_c",,,"113483","wtg","Layout","","","","","ip",,,"113482","wtg","113484","wtg","Shot","ep025seq09","LEX&PLU",
"33748","ep025seq09sh07","","http:///file_proxy/thumbnail/372502","58","add","chars_lex, chars_plu, chars_trisha, props_bag_005, props_trisha_helm_001, sets_x925_landscape_009b","no_c",,,"113486","wtg","Layout","","","","","ip",,,"113485","wtg","113487","wtg","Shot","ep025seq09","LEX&PLU",
"33749","ep025seq09sh08","","http:///file_proxy/thumbnail/372498","49","add","chars_plu, chars_trisha, props_trisha_helm_001, sets_x925_landscape_007b","no_c",,,"113489","wtg","Layout","","","","","ip",,,"113488","wtg","113490","wtg","Shot","ep025seq09","LEX&PLU",
"33750","ep025seq09sh09","","http:///file_proxy/thumbnail/372494","85","add","chars_lex, chars_plu, chars_trisha, props_bag_005, props_trisha_bike_001, props_trisha_helm_001, sets_x925_landscape_009b","no_c",,,"113492","wtg","Layout","","","","","ip",,,"113491","wtg","113493","wtg","Shot","ep025seq09","LEX&PLU",
"33751","ep025seq09sh10","","http:///file_proxy/thumbnail/372490","53","add","chars_trisha, props_Huski-Kailu_001, sets_x925_landscape_009c","no_c",,,"113495","wtg","Layout","","","","","ip",,,"113494","wtg","113496","wtg","Shot","ep025seq09","LEX&PLU",
"33752","ep025seq09sh11","","http:///file_proxy/thumbnail/372486","87","add","chars_trisha, props_Huski-Kailu_001, props_bag_005, props_trisha_bike_001, props_trisha_helm_001, sets_x925_landscape_009b","no_c",,,"113498","wtg","Layout","","","","","ip",,,"113497","wtg","113499","wtg","Shot","ep025seq09","LEX&PLU",
"33753","ep025seq09sh12","","http:///file_proxy/thumbnail/372482","73","add","chars_lex, chars_plu, sets_x925_landscape_007b","no_c",,,"113501","wtg","Layout","","","","","ip",,,"113500","wtg","113502","wtg","Shot","ep025seq09","LEX&PLU",
"33754","ep025seq10sh01","","http:///file_proxy/thumbnail/372478","54","add","chars_plu, props_transformer_car_004, props_wrench_001, sets_car_077","no_c",,,"113504","wtg","Layout","","","","","ip",,,"113503","wtg","113505","wtg","Shot","ep025seq10","LEX&PLU",
"33755","ep025seq10sh02","","http:///file_proxy/thumbnail/372474","49","add","chars_lex, chars_mark, chars_plu, chars_trisha, props_bag_005, props_transformer_car_004, props_trisha_bike_001, props_trisha_helm_001, sets_x925_landscape_003b","no_c",,,"113507","wtg","Layout","","","","","ip",,,"113506","wtg","113508","wtg","Shot","ep025seq10","LEX&PLU",
"33756","ep025seq10sh03","","http:///file_proxy/thumbnail/372470","53","add","chars_plu, props_radioset_001, props_transformer_car_004, sets_car_019, sets_x925_landscape_012b","no_c",,,"113510","wtg","Layout","","","","","ip",,,"113509","wtg","113511","wtg","Shot","ep025seq10","LEX&PLU",
"33757","ep025seq10sh04","","http:///file_proxy/thumbnail/372466","47","add","chars_plu, props_radioset_001, sets_car_024a","no_c",,,"113513","wtg","Layout","","","","","ip",,,"113512","wtg","113514","wtg","Shot","ep025seq10","LEX&PLU",
"33758","ep025seq10sh05","","http:///file_proxy/thumbnail/372462","42","add","chars_plu, sets_car_006d, sets_x925_landscape_005b","no_c",,,"113516","wtg","Layout","","","","","ip",,,"113515","wtg","113517","wtg","Shot","ep025seq10","LEX&PLU",
"33759","ep025seq10sh06","","http:///file_proxy/thumbnail/372458","48","add","chars_plu, props_key_001, sets_car_078","no_c",,,"113519","wtg","Layout","","","","","ip",,,"113518","wtg","113520","wtg","Shot","ep025seq10","LEX&PLU",
"33760","ep025seq10sh07","","http:///file_proxy/thumbnail/372454","51","add","props_transformer_car_004, sets_x925_landscape_019","no_c",,,"113522","wtg","Layout","","","","","ip",,,"113521","wtg","113523","wtg","Shot","ep025seq10","LEX&PLU",
"33761","ep025seq10sh08","","http:///file_proxy/thumbnail/372450","42","add","chars_plu, sets_car_011, sets_car_011c","no_c",,,"113525","wtg","Layout","","","","","ip",,,"113524","wtg","113526","wtg","Shot","ep025seq10","LEX&PLU",
"33762","ep025seq10sh09","","http:///file_proxy/thumbnail/372446","93","add","chars_lex, chars_mark, chars_plu, chars_trisha, props_sand_001, props_transformer_car_004, props_trisha_bike_001, props_trisha_helm_001, sets_x925_landscape_005b","no_c",,,"113528","wtg","Layout","","","","","ip",,,"113527","wtg","113529","wtg","Shot","ep025seq10","LEX&PLU",
"33763","ep025seq10sh10","ip","http:///file_proxy/thumbnail/372442","72","add","chars_lex, chars_plu, chars_trisha, props_mark_car_001, sets_space_070","no_c",,,"113531","wtg","Layout","","","","","ip",,,"113530","wtg","113532","wtg","Shot","ep025seq10","LEX&PLU",
"33764","ep025seq10sh11","ip","http:///file_proxy/thumbnail/372438","49","add","chars_lex, chars_mark, chars_plu, chars_trisha, props_mark_car_001, sets_car_019","no_c",,,"113534","wtg","Layout","","","","","ip",,,"113533","wtg","113535","wtg","Shot","ep025seq10","LEX&PLU",
"33765","ep025seq10sh12","","http:///file_proxy/thumbnail/372434","69","add","chars_plu, props_mark_car_001, sets_science_planet_001","no_c",,,"113537","wtg","Layout","","","","","ip",,,"113536","wtg","113538","wtg","Shot","ep025seq10","LEX&PLU",
"33766","ep025seq10sh13","ip","http:///file_proxy/thumbnail/372430","45","add","chars_lex, chars_plu, chars_trisha, sets_science_planet_003","no_c",,,"113540","rdy","Layout","","","","","ip",,,"113539","wtg","113541","wtg","Shot","ep025seq10","LEX&PLU",
"33767","ep025seq10sh14","","http:///file_proxy/thumbnail/372426","52","add","chars_lex, chars_mark, chars_plu, chars_trisha, props_mark_car_001, sets_science_planet_002","no_c",,,"113543","wtg","Layout","","","","","ip",,,"113542","wtg","113544","wtg","Shot","ep025seq10","LEX&PLU",
"33768","ep025seq11sh01","ip","http:///file_proxy/thumbnail/372422","41","add","sets_home_ext_008","no_c",,,"113546","rdy","Layout","Mariana Lebedeva","","","","fin",,,"113545","wtg","113547","wtg","Shot","ep025seq11","LEX&PLU",
"33769","ep025seq11sh02","ip","http:///file_proxy/thumbnail/372418","42","add","chars_trisha, props_mug_001, sets_home_010","no_c",,,"113549","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113548","wtg","113550","wtg","Shot","ep025seq11","LEX&PLU",
"33770","ep025seq11sh03","ip","http:///file_proxy/thumbnail/372414","50","add","chars_crispy, chars_greg, chars_lex, chars_plu, chars_trisha, props_candies_001, props_mug_001, sets_home_001","no_c",,,"113552","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113551","wtg","113553","wtg","Shot","ep025seq11","LEX&PLU",
"33771","ep025seq11sh04","ip","http:///file_proxy/thumbnail/372410","176","add","chars_greg, chars_lex, chars_plu, props_candies_001, sets_home_015","no_c",,,"113555","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113554","wtg","113556","wtg","Shot","ep025seq11","LEX&PLU",
"33772","ep025seq11sh05","ip","http:///file_proxy/thumbnail/372406","46","add","chars_crispy, sets_home_010","no_c",,,"113558","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113557","wtg","113559","wtg","Shot","ep025seq11","LEX&PLU",
"33773","ep025seq11sh06","ip","http:///file_proxy/thumbnail/372402","89","","chars_greg, sets_home_085","no_c",,,"113561","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113560","wtg","113562","wtg","Shot","ep025seq11","LEX&PLU",
"33774","ep025seq11sh07","ip","http:///file_proxy/thumbnail/372398","153","add","chars_crispy, chars_greg, chars_lex, chars_plu, chars_trisha, props_candies_001, props_mug_001, sets_home_001","no_c",,,"113564","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113563","wtg","113565","wtg","Shot","ep025seq11","LEX&PLU",
"33775","ep025seq11sh08","ip","http:///file_proxy/thumbnail/372394","61","add","chars_crispy, chars_trisha, props_mug_001, sets_home_086","no_c",,,"113567","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113566","wtg","113568","wtg","Shot","ep025seq11","LEX&PLU",
"33776","ep025seq11sh09","ip","http:///file_proxy/thumbnail/372390","116","add","chars_trisha, sets_home_089","no_c",,,"113570","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113569","wtg","113571","wtg","Shot","ep025seq11","LEX&PLU",
"33777","ep025seq11sh10","ip","http:///file_proxy/thumbnail/372386","78","add","chars_crispy, chars_greg, chars_lex, chars_plu, chars_trisha, props_candies_001, props_mug_001, sets_home_001","no_c",,,"113573","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113572","wtg","113574","wtg","Shot","ep025seq11","LEX&PLU",
"33778","ep025seq11sh11","ip","http:///file_proxy/thumbnail/372382","182","add","chars_lex, chars_plu, sets_home_pc_002","no_c",,,"113576","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113575","wtg","113577","wtg","Shot","ep025seq11","LEX&PLU",
"33779","ep025seq11sh12","ip","http:///file_proxy/thumbnail/372374","81","add","chars_lex, chars_plu, props_candies_001, props_mug_001, sets_home_017","no_c",,,"113579","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113578","wtg","113580","wtg","Shot","ep025seq11","LEX&PLU",
"33780","ep025seq11sh13","ip","http:///file_proxy/thumbnail/372370","75","add","chars_trisha, sets_home_023","no_c",,,"113582","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113581","wtg","113583","wtg","Shot","ep025seq11","LEX&PLU",
"33781","ep025seq11sh14","ip","http:///file_proxy/thumbnail/372366","100","add","chars_crispy, chars_greg, chars_lex, chars_plu, chars_trisha, props_candies_001, props_mug_001, sets_home_001","no_c",,,"113585","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113584","wtg","113586","wtg","Shot","ep025seq11","LEX&PLU",
"33782","ep025seq11sh15","ip","http:///file_proxy/thumbnail/372362","139","add","chars_lex, sets_home_040","no_c",,,"113588","rdy","Layout","Mariana Lebedeva","","","","fin",,,"113587","wtg","113589","wtg","Shot","ep025seq11","LEX&PLU",
"33783","ep025seq11sh16","ip","http:///file_proxy/thumbnail/372358","625","add","chars_crispy, sets_home_010","no_c",,,"113591","rdy","Layout","Mariana Lebedeva","","","","ip",,,"113590","wtg","113592","wtg","Shot","ep025seq11","LEX&PLU",
